Country_Code,Country_Name,Year,Series,Value,Footnotes,Source
882,Samoa,2019,GDP per capita (US dollars),"4,285",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
674,San Marino,2019,GDP per capita (US dollars),"47,313",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
678,Sao Tome and Principe,2019,GDP per capita (US dollars),"1,961",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
682,Saudi Arabia,2019,GDP per capita (US dollars),"23,140",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
686,Senegal,2019,GDP per capita (US dollars),"1,452",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
688,Serbia,2019,GDP per capita (US dollars),"7,359",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
690,Seychelles,2019,GDP per capita (US dollars),"17,382",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
694,Sierra Leone,2019,GDP per capita (US dollars),528,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
702,Singapore,2019,GDP per capita (US dollars),"64,103",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
534,Sint Maarten (Dutch part),2019,GDP per capita (US dollars),"23,804",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
703,Slovakia,2019,GDP per capita (US dollars),"19,256",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
705,Slovenia,2019,GDP per capita (US dollars),"26,062",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
90,Solomon Islands,2019,GDP per capita (US dollars),"1,945",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
706,Somalia,2019,GDP per capita (US dollars),105,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
710,South Africa,2019,GDP per capita (US dollars),"6,001",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
728,South Sudan,2019,GDP per capita (US dollars),448,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
724,Spain,2019,GDP per capita (US dollars),"29,816",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
144,Sri Lanka,2019,GDP per capita (US dollars),"3,940",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
275,State of Palestine,2019,GDP per capita (US dollars),"3,424",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
729,Sudan,2019,GDP per capita (US dollars),815,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
740,Suriname,2019,GDP per capita (US dollars),"6,360",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
752,Sweden,2019,GDP per capita (US dollars),"52,896",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
756,Switzerland,2019,GDP per capita (US dollars),"85,135",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
760,Syrian Arab Republic,2019,GDP per capita (US dollars),"1,194",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
762,Tajikistan,2019,GDP per capita (US dollars),894,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
764,Thailand,2019,GDP per capita (US dollars),"7,785",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
626,Timor-Leste,2019,GDP per capita (US dollars),"1,561",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
768,Togo,2019,GDP per capita (US dollars),899,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
776,Tonga,2019,GDP per capita (US dollars),"4,865",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
780,Trinidad and Tobago,2019,GDP per capita (US dollars),"16,637",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
788,Tunisia,2019,GDP per capita (US dollars),"3,318",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
792,Turkey,2019,GDP per capita (US dollars),"9,127",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
795,Turkmenistan,2019,GDP per capita (US dollars),"8,124",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
796,Turks and Caicos Islands,2019,GDP per capita (US dollars),"31,353",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
798,Tuvalu,2019,GDP per capita (US dollars),"4,036",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
800,Uganda,2019,GDP per capita (US dollars),737,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
804,Ukraine,2019,GDP per capita (US dollars),"3,496",The Government of Ukraine has informed the United Nations that it is not in a position to provide statistical data concerning the Autonomous Republic of Crimea and the city of Sevastopol.,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
784,United Arab Emirates,2019,GDP per capita (US dollars),"43,103",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
826,United Kingdom,2019,GDP per capita (US dollars),"41,855",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
834,United Rep. of Tanzania,2019,GDP per capita (US dollars),"1,084","Tanzania mainland only, excluding Zanzibar.","United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
840,United States of America,2019,GDP per capita (US dollars),"65,134",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
858,Uruguay,2019,GDP per capita (US dollars),"16,190",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
860,Uzbekistan,2019,GDP per capita (US dollars),"1,756",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
548,Vanuatu,2019,GDP per capita (US dollars),"3,023",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
862,Venezuela (Boliv. Rep. of),2019,GDP per capita (US dollars),"4,733",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
704,Viet Nam,2019,GDP per capita (US dollars),"2,715",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
887,Yemen,2019,GDP per capita (US dollars),855,,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
894,Zambia,2019,GDP per capita (US dollars),"1,292",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
836,Zanzibar,2019,GDP per capita (US dollars),"1,111",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
716,Zimbabwe,2019,GDP per capita (US dollars),"1,464",,"United Nations Statistics Division, New York, National Accounts Statistics: Analysis of Main Aggregates (AMA) database, last accessed June 2021."
